gene	seqnames	start	end	strand	type	product	ID	Name	copy_number	part	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
ORF22	NC_001491.2	31519	32916	-	CDS	capsid triplex subunit 1	cds-YP_053067.1	ORF22	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0212310707482984	0.101820224696509
ORF23	NC_001491.2	33292	36354	+	CDS	tegument protein UL37	cds-YP_053068.1	ORF23	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.028788080166524	0.249027387356183
ORF24	NC_001491.2	36588	46853	+	CDS	large tegument protein	cds-YP_053069.1	ORF24	1	1	L	cluster_9	0.943663133174468	0.758052617806666	0.000192429254893984	0.0316958327503731
ORF25	NC_001491.2	46952	47311	-	CDS	small capsid protein	cds-YP_053070.1	ORF25	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.232974738844049	0.368386609969763
ORF26	NC_001491.2	47403	48230	-	CDS	nuclear egress membrane protein	cds-YP_053071.1	ORF26	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00245805214956454	0.559694361225738
ORF27	NC_001491.2	48369	48791	-	CDS	DNA packaging protein UL33	cds-YP_053072.2	ORF27	1	1	L	cluster_10	0.97420124151287	0.842706901341053	4.17152622452088e-05	0.233600114875305
ORF28	NC_001491.2	48763	50625	+	CDS	DNA packaging protein UL32	cds-YP_053073.1	ORF28	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0302801765083985	-0.0332375988622915
ORF29	NC_001491.2	50618	51598	+	CDS	nuclear egress lamina protein	cds-YP_053074.1	ORF29	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.0131905552146737	0.654512460907798
ORF3	NC_001491.2	2841	3614	+	CDS	myristylated tegument protein CIRC	cds-YP_053048.1	ORF3	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.0013274600024193	0.599955102936556
ORF30	NC_001491.2	51522	55184	-	CDS	DNA polymerase catalytic subunit	cds-YP_053075.1	ORF30	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.0121700612980407	0.541035572941729
ORF31	NC_001491.2	55453	59082	+	CDS	single-stranded DNA-binding protein	cds-YP_053076.1	ORF31	1	1	E	cluster_1	0.99996633750001	0.999811827167431	0.0277027740144892	0.181778403691917
ORF32	NC_001491.2	59243	61570	+	CDS	DNA packaging terminase subunit 2	cds-YP_053077.1	ORF32	1	1	E	cluster_10	0.97420124151287	0.842706901341053	4.17152622452088e-05	0.419400344784489
ORF33	NC_001491.2	61432	64374	+	CDS	envelope glycoprotein B	cds-YP_053078.1	ORF33	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0269796591907212	0.172127265633057
ORF34	NC_001491.2	64578	65060	+	CDS	protein V32	cds-YP_053079.1	ORF34	1	1	unknown	cluster_1	0.99996633750001	0.999811827167431	0.0657576135046738	0.44382141750133
ORF35	NC_001491.2	65153	67093	-	CDS	capsid maturation protease	cds-YP_053080.1	ORF35	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.0130313333750162	0.829666237087721
ORF35.5	NC_001491.2	65153	66142	-	CDS	capsid scaffold protein	cds-YP_053081.1	ORF35.5	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0086939071044904	0.396719181982308
ORF36	NC_001491.2	67212	68975	-	CDS	DNA packaging tegument protein UL25	cds-YP_053082.1	ORF36	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00237222580619797	0.132950615829344
ORF37	NC_001491.2	69079	69897	-	CDS	nuclear protein UL24	cds-YP_053083.1	ORF37	1	1	L	cluster_6	0.998914426527238	0.987747689340121	0.00619310520992349	0.60078291305469
ORF38	NC_001491.2	69910	70968	+	CDS	thymidine kinase	cds-YP_053084.1	ORF38	1	1	L	cluster_1	0.99996633750001	0.999811827167431	0.041363131344356	0.115201075907028
ORF39	NC_001491.2	71192	73738	+	CDS	envelope glycoprotein H	cds-YP_053085.1	ORF39	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0291043188933902	0.0351156797146317
ORF4	NC_001491.2	3647	4249	-	CDS	nuclear protein UL55	cds-YP_053049.1	ORF4	1	1	unknown	cluster_3	0.998603468644398	0.992707548870295	0	0
ORF40	NC_001491.2	74632	76224	-	CDS	tegument protein UL21	cds-YP_053086.1	ORF40	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00235460525524061	0.355096570097927
ORF41	NC_001491.2	76793	77512	+	CDS	envelope protein UL20	cds-YP_053087.1	ORF41	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.0130594166975162	0.734144062269446
ORF42	NC_001491.2	77703	81833	+	CDS	major capsid protein	cds-YP_053088.1	ORF42	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0260045903878532	0.21717198613273
ORF43	NC_001491.2	82083	83027	+	CDS	capsid triplex subunit 2	cds-YP_053089.1	ORF43	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0151102886035894	0.446913659673294
ORF44	NC_001491.2	87886	88917	-	CDS	DNA packaging terminase subunit 1	cds-YP_053090.1	ORF44	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0301002312992165	0.447422259312962
ORF44	NC_001491.2	83148	84320	-	CDS	DNA packaging terminase subunit 1	ORF44_2	ORF44	1	2	L	cluster_8	0.967630137197631	0.830493637514694	0.0301002312992165	0.447422259312962
ORF45	NC_001491.2	84480	86600	+	CDS	DNA packaging tegument protein UL17	cds-YP_053091.1	ORF45	1	1						
ORF46	NC_001491.2	86620	87732	+	CDS	tegument protein UL16	cds-YP_053092.1	ORF46	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.025588969178584	0.419861181006369
ORF48	NC_001491.2	88947	89900	+	CDS	tegument protein UL14	cds-YP_053093.1	ORF48	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.0126447004890155	0.490064367249237
ORF49	NC_001491.2	89369	91153	+	CDS	tegument serine/threonine protein kinase	cds-YP_053094.1	ORF49	1	1	L	cluster_11	0.990155473415301	0.95445998266205	0.000126991580207127	-0.178184760889378
ORF5	NC_001491.2	4462	5874	-	CDS	multifunctional expression regulator	cds-YP_053050.1	ORF5	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.0471311677599505	0.324750565532502
ORF50	NC_001491.2	91135	92832	+	CDS	deoxyribonuclease	cds-YP_053046.1	ORF50	1	1	L	cluster_1	0.99996633750001	0.999811827167431	0.0436121175140473	0.497290846209355
ORF51	NC_001491.2	92784	93008	+	CDS	myristylated tegument protein	cds-YP_053095.1	ORF51	1	1	E	cluster_6	0.998914426527238	0.987747689340121	0.00385032922689016	0.563690966355639
ORF52	NC_001491.2	93120	94472	-	CDS	envelope glycoprotein M	cds-YP_053096.1	ORF52	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.00414110521140729	0.757134435760412
ORF53	NC_001491.2	94390	97053	+	CDS	DNA replication origin-binding helicase	cds-YP_053097.1	ORF53	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.018506503642402	0.600632143024739
ORF54	NC_001491.2	97069	99324	+	CDS	helicase-primase subunit	cds-YP_053098.2	ORF54	1	1	E	cluster_7	0.910322497818533	0.581582599447046	0.0301656277278164	0.788725277026631
ORF55	NC_001491.2	99421	100332	-	CDS	tegument protein UL7	cds-YP_053099.1	ORF55	1	1						
ORF56	NC_001491.2	100130	102391	-	CDS	capsid portal protein	cds-YP_053100.1	ORF56	1	1						
ORF57	NC_001491.2	102375	105020	+	CDS	helicase-primase helicase subunit	cds-YP_053101.1	ORF57	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.0128926447284153	0.802108374840509
ORF58	NC_001491.2	105070	105747	+	CDS	nuclear protein UL4	cds-YP_053102.1	ORF58	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0256676497970922	0.286785162550826
ORF59	NC_001491.2	105877	106416	-	CDS	protein V57	cds-YP_053103.1	ORF59	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00464602346526762	0.0207406029290573
ORF6	NC_001491.2	6011	7042	-	CDS	envelope glycoprotein K	cds-YP_053051.1	ORF6	1	1	L	cluster_5	0.905556550967995	0.657821494723899	0.0142730510944082	0.356255094628312
ORF60	NC_001491.2	106478	107116	-	CDS	nuclear protein UL3	cds-YP_053104.1	ORF60	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.00781132164221135	0.4933901696778
ORF61	NC_001491.2	107206	108144	-	CDS	uracil-DNA glycosylase	cds-YP_053105.1	ORF61	1	1	E	cluster_1	0.99996633750001	0.999811827167431	0.0347518788864877	0.352868872212961
ORF62	NC_001491.2	108147	108704	-	CDS	envelope glycoprotein L	cds-YP_053106.2	ORF62	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0212412948588257	-0.0037644147645364
ORF63	NC_001491.2	110387	111985	-	CDS	ubiquitin E3 ligase ICP0	cds-YP_053107.1	ORF63	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.0390639157896245	0.510555080537091
ORF64	NC_001491.2	114128	118591	-	CDS	transcriptional regulator ICP4	cds-YP_053108.1	ORF64	1	1	IE	cluster_5	0.905556550967995	0.657821494723899	0.0264175846014794	0.330026737443383
ORF64_2	NC_001491.2	144569	149032	+	CDS	transcriptional regulator ICP4	cds-YP_053124.1	ORF64	2	1						
ORF65	NC_001491.2	121368	122249	+	CDS	regulatory protein ICP22	cds-YP_053109.1	ORF65	1	1	E	cluster_1	0.99996633750001	0.999811827167431	0.133695833399997	-0.128470910825594
ORF65_2	NC_001491.2	140911	141792	-	CDS	regulatory protein ICP22	cds-YP_053123.1	ORF65	2	1						
ORF66	NC_001491.2	122862	123572	+	CDS	virion protein US10	cds-YP_053110.1	ORF66	1	1	unknown	cluster_2	0.999966740681428	0.999796975455071	0.00250826427101567	0.558491318046383
ORF66_2	NC_001491.2	139588	140298	-	CDS	virion protein US10	cds-YP_053122.1	ORF66	2	1						
ORF67	NC_001491.2	124376	125194	-	CDS	virion protein V67	cds-YP_053111.1	ORF67	1	1	L	cluster_1	0.99996633750001	0.999811827167431	0.0724417139761381	0.299461604735438
ORF67_2	NC_001491.2	137966	138784	+	CDS	virion protein V67	cds-YP_053121.1	ORF67	2	1						
ORF68	NC_001491.2	125019	126275	-	CDS	virion protein US2	cds-YP_053112.1	ORF68	1	1	L	cluster_8	0.967630137197631	0.830493637514694	0.0294761636224424	-0.268212186417396
ORF69	NC_001491.2	126411	127559	+	CDS	serine/threonine protein kinase US3	cds-YP_053113.1	ORF69	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.023353258454474	0.20767344292503
ORF7	NC_001491.2	7056	10301	-	CDS	helicase-primase primase subunit	cds-YP_053052.1	ORF7	1	1	E	cluster_4	0.999979969697612	0.999886480865383	0.0255581469610605	0.186438999273379
ORF70	NC_001491.2	127681	128916	+	CDS	envelope glycoprotein G	cds-YP_053114.1	ORF70	1	1	L	cluster_12	0.997969739339556	0.98157139920649	0	0
ORF71	NC_001491.2	129097	131490	+	CDS	envelope glycoprotein J	cds-YP_053115.1	ORF71	1	1	unknown	cluster_7	0.910322497818533	0.581582599447046	0.0127368239655876	0.768059601496931
ORF72	NC_001491.2	131583	132791	+	CDS	envelope glycoprotein D	cds-YP_053116.2	ORF72	1	1	L	cluster_7	0.910322497818533	0.581582599447046	0.00900909862947091	0.817063284254416
ORF73	NC_001491.2	132899	134173	+	CDS	envelope glycoprotein I	cds-YP_053117.1	ORF73	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00225672695007	0.209925627975376
ORF74	NC_001491.2	134406	136058	+	CDS	envelope glycoprotein E	cds-YP_053118.1	ORF74	1	1	L	cluster_9	0.943663133174468	0.758052617806666	0.000221883257964105	0.213528023667122
ORF75	NC_001491.2	136055	136447	+	CDS	membrane protein US8A	cds-YP_053119.1	ORF75	1	1	unknown	cluster_8	0.967630137197631	0.830493637514694	0.0302809708105048	0.0848045197026644
ORF76	NC_001491.2	136783	137442	+	CDS	membrane protein US9	cds-YP_053120.1	ORF76	1	1	L	cluster_9	0.943663133174468	0.758052617806666	0.000411038532550937	-0.103749797823254
ORF8	NC_001491.2	10300	11037	+	CDS	tegument protein UL51	cds-YP_053053.1	ORF8	1	1	L	cluster_2	0.999966740681428	0.999796975455071	0.00143040645122236	0.395956648679594
ORF9	NC_001491.2	11135	12115	-	CDS	deoxyuridine triphosphatase	cds-YP_053054.1	ORF9	1	1	L	cluster_6	0.998914426527238	0.987747689340121	0.00351383764045724	0.718597025359997
